case_id,ensemble_member,member_type,issue_time,s2s_hdate,model_version_date,split,source_grib_uri,rzsm_source_cube,lag_1d_date,lag_7d_date,lag_14d_date,target_w1_date,target_w2_date,target_w3_date,target_w4_date,preprocessing_version,grid_version,A0_contract_version,status,case_tensor_checksum
CASE_20150115_W01,10,PF,2015-01-15,2015-01-15,2024-01-15,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-15/s2s_pf_2015-01-15.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-14,2015-01-08,2015-01-01,2015-01-21,2015-01-28,2015-02-04,2015-02-11,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,39eb7d6a9faac2465fc85c420e660384855005192ad8f5c5824874541a370566
CASE_20150122_W02,0,CF,2015-01-22,2015-01-22,2024-01-22,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-22/s2s_cf_2015-01-22.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-21,2015-01-15,2015-01-08,2015-01-28,2015-02-04,2015-02-11,2015-02-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,a2aa59ef87b4ec0d46f673c860279055f826fbb7499701a710c33a1e2cff2e5d
CASE_20150122_W02,1,PF,2015-01-22,2015-01-22,2024-01-22,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-22/s2s_pf_2015-01-22.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-21,2015-01-15,2015-01-08,2015-01-28,2015-02-04,2015-02-11,2015-02-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,a2aa59ef87b4ec0d46f673c860279055f826fbb7499701a710c33a1e2cff2e5d
CASE_20150122_W02,2,PF,2015-01-22,2015-01-22,2024-01-22,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-22/s2s_pf_2015-01-22.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-21,2015-01-15,2015-01-08,2015-01-28,2015-02-04,2015-02-11,2015-02-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,a2aa59ef87b4ec0d46f673c860279055f826fbb7499701a710c33a1e2cff2e5d
CASE_20150122_W02,3,PF,2015-01-22,2015-01-22,2024-01-22,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-22/s2s_pf_2015-01-22.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-21,2015-01-15,2015-01-08,2015-01-28,2015-02-04,2015-02-11,2015-02-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,a2aa59ef87b4ec0d46f673c860279055f826fbb7499701a710c33a1e2cff2e5d
CASE_20150122_W02,4,PF,2015-01-22,2015-01-22,2024-01-22,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-22/s2s_pf_2015-01-22.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-21,2015-01-15,2015-01-08,2015-01-28,2015-02-04,2015-02-11,2015-02-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,a2aa59ef87b4ec0d46f673c860279055f826fbb7499701a710c33a1e2cff2e5d
CASE_20150122_W02,5,PF,2015-01-22,2015-01-22,2024-01-22,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-22/s2s_pf_2015-01-22.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-21,2015-01-15,2015-01-08,2015-01-28,2015-02-04,2015-02-11,2015-02-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,a2aa59ef87b4ec0d46f673c860279055f826fbb7499701a710c33a1e2cff2e5d
CASE_20150122_W02,6,PF,2015-01-22,2015-01-22,2024-01-22,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-22/s2s_pf_2015-01-22.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-21,2015-01-15,2015-01-08,2015-01-28,2015-02-04,2015-02-11,2015-02-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,a2aa59ef87b4ec0d46f673c860279055f826fbb7499701a710c33a1e2cff2e5d
CASE_20150122_W02,7,PF,2015-01-22,2015-01-22,2024-01-22,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-22/s2s_pf_2015-01-22.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-21,2015-01-15,2015-01-08,2015-01-28,2015-02-04,2015-02-11,2015-02-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,a2aa59ef87b4ec0d46f673c860279055f826fbb7499701a710c33a1e2cff2e5d
CASE_20150122_W02,8,PF,2015-01-22,2015-01-22,2024-01-22,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-22/s2s_pf_2015-01-22.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-21,2015-01-15,2015-01-08,2015-01-28,2015-02-04,2015-02-11,2015-02-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,a2aa59ef87b4ec0d46f673c860279055f826fbb7499701a710c33a1e2cff2e5d
CASE_20150122_W02,9,PF,2015-01-22,2015-01-22,2024-01-22,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-22/s2s_pf_2015-01-22.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-21,2015-01-15,2015-01-08,2015-01-28,2015-02-04,2015-02-11,2015-02-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,a2aa59ef87b4ec0d46f673c860279055f826fbb7499701a710c33a1e2cff2e5d
CASE_20150122_W02,10,PF,2015-01-22,2015-01-22,2024-01-22,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-22/s2s_pf_2015-01-22.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-21,2015-01-15,2015-01-08,2015-01-28,2015-02-04,2015-02-11,2015-02-18,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,a2aa59ef87b4ec0d46f673c860279055f826fbb7499701a710c33a1e2cff2e5d
CASE_20150129_W03,0,CF,2015-01-29,2015-01-29,2024-01-29,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-29/s2s_cf_2015-01-29.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-28,2015-01-22,2015-01-15,2015-02-04,2015-02-11,2015-02-18,2015-02-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,5ab81c335435a15c48c05a38a0a6ecfdd0728b83098a097858ea6cf024fdeeb8
CASE_20150129_W03,1,PF,2015-01-29,2015-01-29,2024-01-29,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-29/s2s_pf_2015-01-29.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-28,2015-01-22,2015-01-15,2015-02-04,2015-02-11,2015-02-18,2015-02-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,5ab81c335435a15c48c05a38a0a6ecfdd0728b83098a097858ea6cf024fdeeb8
CASE_20150129_W03,2,PF,2015-01-29,2015-01-29,2024-01-29,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-29/s2s_pf_2015-01-29.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-28,2015-01-22,2015-01-15,2015-02-04,2015-02-11,2015-02-18,2015-02-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,5ab81c335435a15c48c05a38a0a6ecfdd0728b83098a097858ea6cf024fdeeb8
CASE_20150129_W03,3,PF,2015-01-29,2015-01-29,2024-01-29,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-29/s2s_pf_2015-01-29.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-28,2015-01-22,2015-01-15,2015-02-04,2015-02-11,2015-02-18,2015-02-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,5ab81c335435a15c48c05a38a0a6ecfdd0728b83098a097858ea6cf024fdeeb8
CASE_20150129_W03,4,PF,2015-01-29,2015-01-29,2024-01-29,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-29/s2s_pf_2015-01-29.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-28,2015-01-22,2015-01-15,2015-02-04,2015-02-11,2015-02-18,2015-02-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,5ab81c335435a15c48c05a38a0a6ecfdd0728b83098a097858ea6cf024fdeeb8
CASE_20150129_W03,5,PF,2015-01-29,2015-01-29,2024-01-29,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-29/s2s_pf_2015-01-29.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-28,2015-01-22,2015-01-15,2015-02-04,2015-02-11,2015-02-18,2015-02-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,5ab81c335435a15c48c05a38a0a6ecfdd0728b83098a097858ea6cf024fdeeb8
CASE_20150129_W03,6,PF,2015-01-29,2015-01-29,2024-01-29,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-29/s2s_pf_2015-01-29.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-28,2015-01-22,2015-01-15,2015-02-04,2015-02-11,2015-02-18,2015-02-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,5ab81c335435a15c48c05a38a0a6ecfdd0728b83098a097858ea6cf024fdeeb8
CASE_20150129_W03,7,PF,2015-01-29,2015-01-29,2024-01-29,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-29/s2s_pf_2015-01-29.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-28,2015-01-22,2015-01-15,2015-02-04,2015-02-11,2015-02-18,2015-02-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,5ab81c335435a15c48c05a38a0a6ecfdd0728b83098a097858ea6cf024fdeeb8
CASE_20150129_W03,8,PF,2015-01-29,2015-01-29,2024-01-29,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-29/s2s_pf_2015-01-29.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-28,2015-01-22,2015-01-15,2015-02-04,2015-02-11,2015-02-18,2015-02-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,5ab81c335435a15c48c05a38a0a6ecfdd0728b83098a097858ea6cf024fdeeb8
CASE_20150129_W03,9,PF,2015-01-29,2015-01-29,2024-01-29,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-29/s2s_pf_2015-01-29.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-28,2015-01-22,2015-01-15,2015-02-04,2015-02-11,2015-02-18,2015-02-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,5ab81c335435a15c48c05a38a0a6ecfdd0728b83098a097858ea6cf024fdeeb8
CASE_20150129_W03,10,PF,2015-01-29,2015-01-29,2024-01-29,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-01-29/s2s_pf_2015-01-29.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-01-28,2015-01-22,2015-01-15,2015-02-04,2015-02-11,2015-02-18,2015-02-25,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,5ab81c335435a15c48c05a38a0a6ecfdd0728b83098a097858ea6cf024fdeeb8
CASE_20150205_W04,0,CF,2015-02-05,2015-02-05,2024-02-05,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-05/s2s_cf_2015-02-05.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-04,2015-01-29,2015-01-22,2015-02-11,2015-02-18,2015-02-25,2015-03-04,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,b4f620ed9d5b67f95874e6cd575ec7ae7575ea74b430783a2b6fe6c30c92ead4
CASE_20150205_W04,1,PF,2015-02-05,2015-02-05,2024-02-05,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-05/s2s_pf_2015-02-05.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-04,2015-01-29,2015-01-22,2015-02-11,2015-02-18,2015-02-25,2015-03-04,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,b4f620ed9d5b67f95874e6cd575ec7ae7575ea74b430783a2b6fe6c30c92ead4
CASE_20150205_W04,2,PF,2015-02-05,2015-02-05,2024-02-05,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-05/s2s_pf_2015-02-05.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-04,2015-01-29,2015-01-22,2015-02-11,2015-02-18,2015-02-25,2015-03-04,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,b4f620ed9d5b67f95874e6cd575ec7ae7575ea74b430783a2b6fe6c30c92ead4
CASE_20150205_W04,3,PF,2015-02-05,2015-02-05,2024-02-05,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-05/s2s_pf_2015-02-05.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-04,2015-01-29,2015-01-22,2015-02-11,2015-02-18,2015-02-25,2015-03-04,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,b4f620ed9d5b67f95874e6cd575ec7ae7575ea74b430783a2b6fe6c30c92ead4
CASE_20150205_W04,4,PF,2015-02-05,2015-02-05,2024-02-05,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-05/s2s_pf_2015-02-05.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-04,2015-01-29,2015-01-22,2015-02-11,2015-02-18,2015-02-25,2015-03-04,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,b4f620ed9d5b67f95874e6cd575ec7ae7575ea74b430783a2b6fe6c30c92ead4
CASE_20150205_W04,5,PF,2015-02-05,2015-02-05,2024-02-05,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-05/s2s_pf_2015-02-05.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-04,2015-01-29,2015-01-22,2015-02-11,2015-02-18,2015-02-25,2015-03-04,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,b4f620ed9d5b67f95874e6cd575ec7ae7575ea74b430783a2b6fe6c30c92ead4
CASE_20150205_W04,6,PF,2015-02-05,2015-02-05,2024-02-05,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-05/s2s_pf_2015-02-05.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-04,2015-01-29,2015-01-22,2015-02-11,2015-02-18,2015-02-25,2015-03-04,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,b4f620ed9d5b67f95874e6cd575ec7ae7575ea74b430783a2b6fe6c30c92ead4
CASE_20150205_W04,7,PF,2015-02-05,2015-02-05,2024-02-05,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-05/s2s_pf_2015-02-05.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-04,2015-01-29,2015-01-22,2015-02-11,2015-02-18,2015-02-25,2015-03-04,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,b4f620ed9d5b67f95874e6cd575ec7ae7575ea74b430783a2b6fe6c30c92ead4
CASE_20150205_W04,8,PF,2015-02-05,2015-02-05,2024-02-05,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-05/s2s_pf_2015-02-05.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-04,2015-01-29,2015-01-22,2015-02-11,2015-02-18,2015-02-25,2015-03-04,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,b4f620ed9d5b67f95874e6cd575ec7ae7575ea74b430783a2b6fe6c30c92ead4
CASE_20150205_W04,9,PF,2015-02-05,2015-02-05,2024-02-05,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-05/s2s_pf_2015-02-05.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-04,2015-01-29,2015-01-22,2015-02-11,2015-02-18,2015-02-25,2015-03-04,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,b4f620ed9d5b67f95874e6cd575ec7ae7575ea74b430783a2b6fe6c30c92ead4
CASE_20150205_W04,10,PF,2015-02-05,2015-02-05,2024-02-05,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-05/s2s_pf_2015-02-05.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-04,2015-01-29,2015-01-22,2015-02-11,2015-02-18,2015-02-25,2015-03-04,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,b4f620ed9d5b67f95874e6cd575ec7ae7575ea74b430783a2b6fe6c30c92ead4
CASE_20150212_W05,0,CF,2015-02-12,2015-02-12,2024-02-12,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-12/s2s_cf_2015-02-12.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-11,2015-02-05,2015-01-29,2015-02-18,2015-02-25,2015-03-04,2015-03-11,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,0cd468f3156fd102b9ae5ed9bda1552cd1fe8e8f11604875204a11474a207f35
CASE_20150212_W05,1,PF,2015-02-12,2015-02-12,2024-02-12,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-12/s2s_pf_2015-02-12.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-11,2015-02-05,2015-01-29,2015-02-18,2015-02-25,2015-03-04,2015-03-11,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,0cd468f3156fd102b9ae5ed9bda1552cd1fe8e8f11604875204a11474a207f35
CASE_20150212_W05,2,PF,2015-02-12,2015-02-12,2024-02-12,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-12/s2s_pf_2015-02-12.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-11,2015-02-05,2015-01-29,2015-02-18,2015-02-25,2015-03-04,2015-03-11,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,0cd468f3156fd102b9ae5ed9bda1552cd1fe8e8f11604875204a11474a207f35
CASE_20150212_W05,3,PF,2015-02-12,2015-02-12,2024-02-12,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-12/s2s_pf_2015-02-12.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-11,2015-02-05,2015-01-29,2015-02-18,2015-02-25,2015-03-04,2015-03-11,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,0cd468f3156fd102b9ae5ed9bda1552cd1fe8e8f11604875204a11474a207f35
CASE_20150212_W05,4,PF,2015-02-12,2015-02-12,2024-02-12,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-12/s2s_pf_2015-02-12.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-11,2015-02-05,2015-01-29,2015-02-18,2015-02-25,2015-03-04,2015-03-11,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,0cd468f3156fd102b9ae5ed9bda1552cd1fe8e8f11604875204a11474a207f35
CASE_20150212_W05,5,PF,2015-02-12,2015-02-12,2024-02-12,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-12/s2s_pf_2015-02-12.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-11,2015-02-05,2015-01-29,2015-02-18,2015-02-25,2015-03-04,2015-03-11,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,0cd468f3156fd102b9ae5ed9bda1552cd1fe8e8f11604875204a11474a207f35
CASE_20150212_W05,6,PF,2015-02-12,2015-02-12,2024-02-12,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-12/s2s_pf_2015-02-12.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-11,2015-02-05,2015-01-29,2015-02-18,2015-02-25,2015-03-04,2015-03-11,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,0cd468f3156fd102b9ae5ed9bda1552cd1fe8e8f11604875204a11474a207f35
CASE_20150212_W05,7,PF,2015-02-12,2015-02-12,2024-02-12,TRAIN,gs://rise-unet-rzsm/raw/ecmwf_s2s/production/2015-02-12/s2s_pf_2015-02-12.grib,processed/rzsm/production/era5_land_rzsm_production_2015_2025.nc,2015-02-11,2015-02-05,2015-01-29,2015-02-18,2015-02-25,2015-03-04,2015-03-11,v1.0.0,Candidate_A_0.25deg_32x48,EX29_A0_11_12_5_6,VALID,0cd468f3156fd102b9ae5ed9bda1552cd1fe8e8f11604875204a11474a207f35
