case_id,cycle_index,issue_date,operational_run_date,operational_weekday,hindcast_weekday,split,lag_1d_date,lag_7d_date,lag_14d_date,target_w1_date,target_w2_date,target_w3_date,target_w4_date,antecedent_rzsm_available,future_target_rzsm_available,era5_atmospheric_available,s2s_available,usable_status,notes
CASE_20150513_0039,39,2015-05-13,2024-05-13,Monday,Wednesday,TRAIN,2015-05-12,2015-05-06,2015-04-29,2015-05-19,2015-05-26,2015-06-02,2015-06-09,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150516_0040,40,2015-05-16,2024-05-16,Thursday,Saturday,TRAIN,2015-05-15,2015-05-09,2015-05-02,2015-05-22,2015-05-29,2015-06-05,2015-06-12,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150520_0041,41,2015-05-20,2024-05-20,Monday,Wednesday,TRAIN,2015-05-19,2015-05-13,2015-05-06,2015-05-26,2015-06-02,2015-06-09,2015-06-16,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150523_0042,42,2015-05-23,2024-05-23,Thursday,Saturday,TRAIN,2015-05-22,2015-05-16,2015-05-09,2015-05-29,2015-06-05,2015-06-12,2015-06-19,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150527_0043,43,2015-05-27,2024-05-27,Monday,Wednesday,TRAIN,2015-05-26,2015-05-20,2015-05-13,2015-06-02,2015-06-09,2015-06-16,2015-06-23,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150530_0044,44,2015-05-30,2024-05-30,Thursday,Saturday,TRAIN,2015-05-29,2015-05-23,2015-05-16,2015-06-05,2015-06-12,2015-06-19,2015-06-26,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150603_0045,45,2015-06-03,2024-06-03,Monday,Wednesday,TRAIN,2015-06-02,2015-05-27,2015-05-20,2015-06-09,2015-06-16,2015-06-23,2015-06-30,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150606_0046,46,2015-06-06,2024-06-06,Thursday,Saturday,TRAIN,2015-06-05,2015-05-30,2015-05-23,2015-06-12,2015-06-19,2015-06-26,2015-07-03,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150610_0047,47,2015-06-10,2024-06-10,Monday,Wednesday,TRAIN,2015-06-09,2015-06-03,2015-05-27,2015-06-16,2015-06-23,2015-06-30,2015-07-07,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150613_0048,48,2015-06-13,2024-06-13,Thursday,Saturday,TRAIN,2015-06-12,2015-06-06,2015-05-30,2015-06-19,2015-06-26,2015-07-03,2015-07-10,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150617_0049,49,2015-06-17,2024-06-17,Monday,Wednesday,TRAIN,2015-06-16,2015-06-10,2015-06-03,2015-06-23,2015-06-30,2015-07-07,2015-07-14,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150620_0050,50,2015-06-20,2024-06-20,Thursday,Saturday,TRAIN,2015-06-19,2015-06-13,2015-06-06,2015-06-26,2015-07-03,2015-07-10,2015-07-17,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150624_0051,51,2015-06-24,2024-06-24,Monday,Wednesday,TRAIN,2015-06-23,2015-06-17,2015-06-10,2015-06-30,2015-07-07,2015-07-14,2015-07-21,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150627_0052,52,2015-06-27,2024-06-27,Thursday,Saturday,TRAIN,2015-06-26,2015-06-20,2015-06-13,2015-07-03,2015-07-10,2015-07-17,2015-07-24,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150701_0053,53,2015-07-01,2024-07-01,Monday,Wednesday,TRAIN,2015-06-30,2015-06-24,2015-06-17,2015-07-07,2015-07-14,2015-07-21,2015-07-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150704_0054,54,2015-07-04,2024-07-04,Thursday,Saturday,TRAIN,2015-07-03,2015-06-27,2015-06-20,2015-07-10,2015-07-17,2015-07-24,2015-07-31,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150708_0055,55,2015-07-08,2024-07-08,Monday,Wednesday,TRAIN,2015-07-07,2015-07-01,2015-06-24,2015-07-14,2015-07-21,2015-07-28,2015-08-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150711_0056,56,2015-07-11,2024-07-11,Thursday,Saturday,TRAIN,2015-07-10,2015-07-04,2015-06-27,2015-07-17,2015-07-24,2015-07-31,2015-08-07,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150715_0057,57,2015-07-15,2024-07-15,Monday,Wednesday,TRAIN,2015-07-14,2015-07-08,2015-07-01,2015-07-21,2015-07-28,2015-08-04,2015-08-11,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150718_0058,58,2015-07-18,2024-07-18,Thursday,Saturday,TRAIN,2015-07-17,2015-07-11,2015-07-04,2015-07-24,2015-07-31,2015-08-07,2015-08-14,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150722_0059,59,2015-07-22,2024-07-22,Monday,Wednesday,TRAIN,2015-07-21,2015-07-15,2015-07-08,2015-07-28,2015-08-04,2015-08-11,2015-08-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150725_0060,60,2015-07-25,2024-07-25,Thursday,Saturday,TRAIN,2015-07-24,2015-07-18,2015-07-11,2015-07-31,2015-08-07,2015-08-14,2015-08-21,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150729_0061,61,2015-07-29,2024-07-29,Monday,Wednesday,TRAIN,2015-07-28,2015-07-22,2015-07-15,2015-08-04,2015-08-11,2015-08-18,2015-08-25,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150801_0062,62,2015-08-01,2024-08-01,Thursday,Saturday,TRAIN,2015-07-31,2015-07-25,2015-07-18,2015-08-07,2015-08-14,2015-08-21,2015-08-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150805_0063,63,2015-08-05,2024-08-05,Monday,Wednesday,TRAIN,2015-08-04,2015-07-29,2015-07-22,2015-08-11,2015-08-18,2015-08-25,2015-09-01,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150808_0064,64,2015-08-08,2024-08-08,Thursday,Saturday,TRAIN,2015-08-07,2015-08-01,2015-07-25,2015-08-14,2015-08-21,2015-08-28,2015-09-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150812_0065,65,2015-08-12,2024-08-12,Monday,Wednesday,TRAIN,2015-08-11,2015-08-05,2015-07-29,2015-08-18,2015-08-25,2015-09-01,2015-09-08,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150815_0066,66,2015-08-15,2024-08-15,Thursday,Saturday,TRAIN,2015-08-14,2015-08-08,2015-08-01,2015-08-21,2015-08-28,2015-09-04,2015-09-11,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150819_0067,67,2015-08-19,2024-08-19,Monday,Wednesday,TRAIN,2015-08-18,2015-08-12,2015-08-05,2015-08-25,2015-09-01,2015-09-08,2015-09-15,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150822_0068,68,2015-08-22,2024-08-22,Thursday,Saturday,TRAIN,2015-08-21,2015-08-15,2015-08-08,2015-08-28,2015-09-04,2015-09-11,2015-09-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150826_0069,69,2015-08-26,2024-08-26,Monday,Wednesday,TRAIN,2015-08-25,2015-08-19,2015-08-12,2015-09-01,2015-09-08,2015-09-15,2015-09-22,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150829_0070,70,2015-08-29,2024-08-29,Thursday,Saturday,TRAIN,2015-08-28,2015-08-22,2015-08-15,2015-09-04,2015-09-11,2015-09-18,2015-09-25,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150902_0071,71,2015-09-02,2024-09-02,Monday,Wednesday,TRAIN,2015-09-01,2015-08-26,2015-08-19,2015-09-08,2015-09-15,2015-09-22,2015-09-29,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150905_0072,72,2015-09-05,2024-09-05,Thursday,Saturday,TRAIN,2015-09-04,2015-08-29,2015-08-22,2015-09-11,2015-09-18,2015-09-25,2015-10-02,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150909_0073,73,2015-09-09,2024-09-09,Monday,Wednesday,TRAIN,2015-09-08,2015-09-02,2015-08-26,2015-09-15,2015-09-22,2015-09-29,2015-10-06,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150912_0074,74,2015-09-12,2024-09-12,Thursday,Saturday,TRAIN,2015-09-11,2015-09-05,2015-08-29,2015-09-18,2015-09-25,2015-10-02,2015-10-09,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150916_0075,75,2015-09-16,2024-09-16,Monday,Wednesday,TRAIN,2015-09-15,2015-09-09,2015-09-02,2015-09-22,2015-09-29,2015-10-06,2015-10-13,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150919_0076,76,2015-09-19,2024-09-19,Thursday,Saturday,TRAIN,2015-09-18,2015-09-12,2015-09-05,2015-09-25,2015-10-02,2015-10-09,2015-10-16,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150923_0077,77,2015-09-23,2024-09-23,Monday,Wednesday,TRAIN,2015-09-22,2015-09-16,2015-09-09,2015-09-29,2015-10-06,2015-10-13,2015-10-20,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150926_0078,78,2015-09-26,2024-09-26,Thursday,Saturday,TRAIN,2015-09-25,2015-09-19,2015-09-12,2015-10-02,2015-10-09,2015-10-16,2015-10-23,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20150930_0079,79,2015-09-30,2024-09-30,Monday,Wednesday,TRAIN,2015-09-29,2015-09-23,2015-09-16,2015-10-06,2015-10-13,2015-10-20,2015-10-27,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151003_0080,80,2015-10-03,2024-10-03,Thursday,Saturday,TRAIN,2015-10-02,2015-09-26,2015-09-19,2015-10-09,2015-10-16,2015-10-23,2015-10-30,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151007_0081,81,2015-10-07,2024-10-07,Monday,Wednesday,TRAIN,2015-10-06,2015-09-30,2015-09-23,2015-10-13,2015-10-20,2015-10-27,2015-11-03,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151010_0082,82,2015-10-10,2024-10-10,Thursday,Saturday,TRAIN,2015-10-09,2015-10-03,2015-09-26,2015-10-16,2015-10-23,2015-10-30,2015-11-06,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151014_0083,83,2015-10-14,2024-10-14,Monday,Wednesday,TRAIN,2015-10-13,2015-10-07,2015-09-30,2015-10-20,2015-10-27,2015-11-03,2015-11-10,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151017_0084,84,2015-10-17,2024-10-17,Thursday,Saturday,TRAIN,2015-10-16,2015-10-10,2015-10-03,2015-10-23,2015-10-30,2015-11-06,2015-11-13,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151021_0085,85,2015-10-21,2024-10-21,Monday,Wednesday,TRAIN,2015-10-20,2015-10-14,2015-10-07,2015-10-27,2015-11-03,2015-11-10,2015-11-17,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151024_0086,86,2015-10-24,2024-10-24,Thursday,Saturday,TRAIN,2015-10-23,2015-10-17,2015-10-10,2015-10-30,2015-11-06,2015-11-13,2015-11-20,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151028_0087,87,2015-10-28,2024-10-28,Monday,Wednesday,TRAIN,2015-10-27,2015-10-21,2015-10-14,2015-11-03,2015-11-10,2015-11-17,2015-11-24,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151031_0088,88,2015-10-31,2024-10-31,Thursday,Saturday,TRAIN,2015-10-30,2015-10-24,2015-10-17,2015-11-06,2015-11-13,2015-11-20,2015-11-27,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151104_0089,89,2015-11-04,2024-11-04,Monday,Wednesday,TRAIN,2015-11-03,2015-10-28,2015-10-21,2015-11-10,2015-11-17,2015-11-24,2015-12-01,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151107_0090,90,2015-11-07,2024-11-07,Thursday,Saturday,TRAIN,2015-11-06,2015-10-31,2015-10-24,2015-11-13,2015-11-20,2015-11-27,2015-12-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151111_0091,91,2015-11-11,2024-11-11,Monday,Wednesday,TRAIN,2015-11-10,2015-11-04,2015-10-28,2015-11-17,2015-11-24,2015-12-01,2015-12-08,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151114_0092,92,2015-11-14,2024-11-14,Thursday,Saturday,TRAIN,2015-11-13,2015-11-07,2015-10-31,2015-11-20,2015-11-27,2015-12-04,2015-12-11,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20151118_0093,93,2015-11-18,2024-11-18,Monday,Wednesday,TRAIN,2015-11-17,2015-11-11,2015-11-04,2015-11-24,2015-12-01,2015-12-08,2015-12-15,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20151121_0094,94,2015-11-21,2024-11-21,Thursday,Saturday,TRAIN,2015-11-20,2015-11-14,2015-11-07,2015-11-27,2015-12-04,2015-12-11,2015-12-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151125_0095,95,2015-11-25,2024-11-25,Monday,Wednesday,TRAIN,2015-11-24,2015-11-18,2015-11-11,2015-12-01,2015-12-08,2015-12-15,2015-12-22,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151128_0096,96,2015-11-28,2024-11-28,Thursday,Saturday,TRAIN,2015-11-27,2015-11-21,2015-11-14,2015-12-04,2015-12-11,2015-12-18,2015-12-25,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20151202_0097,97,2015-12-02,2024-12-02,Monday,Wednesday,TRAIN,2015-12-01,2015-11-25,2015-11-18,2015-12-08,2015-12-15,2015-12-22,2015-12-29,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20151205_0098,98,2015-12-05,2024-12-05,Thursday,Saturday,TRAIN,2015-12-04,2015-11-28,2015-11-21,2015-12-11,2015-12-18,2015-12-25,2016-01-01,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151209_0099,99,2015-12-09,2024-12-09,Monday,Wednesday,TRAIN,2015-12-08,2015-12-02,2015-11-25,2015-12-15,2015-12-22,2015-12-29,2016-01-05,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151212_0100,100,2015-12-12,2024-12-12,Thursday,Saturday,TRAIN,2015-12-11,2015-12-05,2015-11-28,2015-12-18,2015-12-25,2016-01-01,2016-01-08,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20151216_0101,101,2015-12-16,2024-12-16,Monday,Wednesday,TRAIN,2015-12-15,2015-12-09,2015-12-02,2015-12-22,2015-12-29,2016-01-05,2016-01-12,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20151219_0102,102,2015-12-19,2024-12-19,Thursday,Saturday,TRAIN,2015-12-18,2015-12-12,2015-12-05,2015-12-25,2016-01-01,2016-01-08,2016-01-15,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151223_0103,103,2015-12-23,2024-12-23,Monday,Wednesday,TRAIN,2015-12-22,2015-12-16,2015-12-09,2015-12-29,2016-01-05,2016-01-12,2016-01-19,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20151226_0104,104,2015-12-26,2024-12-26,Thursday,Saturday,TRAIN,2015-12-25,2015-12-19,2015-12-12,2016-01-01,2016-01-08,2016-01-15,2016-01-22,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20151230_0105,105,2015-12-30,2024-12-30,Monday,Wednesday,TRAIN,2015-12-29,2015-12-23,2015-12-16,2016-01-05,2016-01-12,2016-01-19,2016-01-26,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20160101_0106,106,2016-01-01,2024-01-01,Monday,Friday,TRAIN,2015-12-31,2015-12-25,2015-12-18,2016-01-07,2016-01-14,2016-01-21,2016-01-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20160104_0107,107,2016-01-04,2024-01-04,Thursday,Monday,TRAIN,2016-01-03,2015-12-28,2015-12-21,2016-01-10,2016-01-17,2016-01-24,2016-01-31,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
