case_id,issue_date,split,category,status,reason,ecmwf_mars_error
CASE_20150603_0045,2015-06-03,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150606_0046,2015-06-06,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150610_0047,2015-06-10,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150613_0048,2015-06-13,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150617_0049,2015-06-17,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150620_0050,2015-06-20,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150624_0051,2015-06-24,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150627_0052,2015-06-27,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150701_0053,2015-07-01,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150704_0054,2015-07-04,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150708_0055,2015-07-08,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150711_0056,2015-07-11,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150715_0057,2015-07-15,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150718_0058,2015-07-18,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150722_0059,2015-07-22,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150725_0060,2015-07-25,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150729_0061,2015-07-29,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150801_0062,2015-08-01,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150805_0063,2015-08-05,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150808_0064,2015-08-08,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150812_0065,2015-08-12,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150815_0066,2015-08-15,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150819_0067,2015-08-19,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150822_0068,2015-08-22,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150826_0069,2015-08-26,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150829_0070,2015-08-29,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150902_0071,2015-09-02,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150905_0072,2015-09-05,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150909_0073,2015-09-09,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150912_0074,2015-09-12,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150916_0075,2015-09-16,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150919_0076,2015-09-19,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150923_0077,2015-09-23,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150926_0078,2015-09-26,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20150930_0079,2015-09-30,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151003_0080,2015-10-03,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151007_0081,2015-10-07,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151010_0082,2015-10-10,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151014_0083,2015-10-14,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151017_0084,2015-10-17,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151021_0085,2015-10-21,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151024_0086,2015-10-24,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151028_0087,2015-10-28,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151031_0088,2015-10-31,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151104_0089,2015-11-04,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151107_0090,2015-11-07,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151111_0091,2015-11-11,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151114_0092,2015-11-14,TRAIN,PROVIDER_UNAVAILABLE_MARS_NO_DATA,PROVIDER_UNAVAILABLE_MARS_NO_DATA,ECMWF CY48R1 late-year reforecast archive operates on bi-weekly alternating schedule in Nov/Dec (MARS returned MarsNoDataError),MarsNoDataError
CASE_20151118_0093,2015-11-18,TRAIN,PROVIDER_UNAVAILABLE_MARS_NO_DATA,PROVIDER_UNAVAILABLE_MARS_NO_DATA,ECMWF CY48R1 late-year reforecast archive operates on bi-weekly alternating schedule in Nov/Dec (MARS returned MarsNoDataError),MarsNoDataError
CASE_20151121_0094,2015-11-21,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151125_0095,2015-11-25,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151128_0096,2015-11-28,TRAIN,PROVIDER_UNAVAILABLE_MARS_NO_DATA,PROVIDER_UNAVAILABLE_MARS_NO_DATA,ECMWF CY48R1 late-year reforecast archive operates on bi-weekly alternating schedule in Nov/Dec (MARS returned MarsNoDataError),MarsNoDataError
CASE_20151202_0097,2015-12-02,TRAIN,PROVIDER_UNAVAILABLE_MARS_NO_DATA,PROVIDER_UNAVAILABLE_MARS_NO_DATA,ECMWF CY48R1 late-year reforecast archive operates on bi-weekly alternating schedule in Nov/Dec (MARS returned MarsNoDataError),MarsNoDataError
CASE_20151205_0098,2015-12-05,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151209_0099,2015-12-09,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151212_0100,2015-12-12,TRAIN,PROVIDER_UNAVAILABLE_MARS_NO_DATA,PROVIDER_UNAVAILABLE_MARS_NO_DATA,ECMWF CY48R1 late-year reforecast archive operates on bi-weekly alternating schedule in Nov/Dec (MARS returned MarsNoDataError),MarsNoDataError
CASE_20151216_0101,2015-12-16,TRAIN,PROVIDER_UNAVAILABLE_MARS_NO_DATA,PROVIDER_UNAVAILABLE_MARS_NO_DATA,ECMWF CY48R1 late-year reforecast archive operates on bi-weekly alternating schedule in Nov/Dec (MARS returned MarsNoDataError),MarsNoDataError
CASE_20151219_0102,2015-12-19,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151223_0103,2015-12-23,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20151226_0104,2015-12-26,TRAIN,PROVIDER_UNAVAILABLE_MARS_NO_DATA,PROVIDER_UNAVAILABLE_MARS_NO_DATA,ECMWF CY48R1 late-year reforecast archive operates on bi-weekly alternating schedule in Nov/Dec (MARS returned MarsNoDataError),MarsNoDataError
CASE_20151230_0105,2015-12-30,TRAIN,PROVIDER_UNAVAILABLE_MARS_NO_DATA,PROVIDER_UNAVAILABLE_MARS_NO_DATA,ECMWF CY48R1 late-year reforecast archive operates on bi-weekly alternating schedule in Nov/Dec (MARS returned MarsNoDataError),MarsNoDataError
CASE_20160101_0106,2016-01-01,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160104_0107,2016-01-04,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160108_0108,2016-01-08,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160111_0109,2016-01-11,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160115_0110,2016-01-15,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160118_0111,2016-01-18,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160122_0112,2016-01-22,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160125_0113,2016-01-25,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160129_0114,2016-01-29,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160201_0115,2016-02-01,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160205_0116,2016-02-05,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160208_0117,2016-02-08,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160212_0118,2016-02-12,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160215_0119,2016-02-15,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160219_0120,2016-02-19,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160222_0121,2016-02-22,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160226_0122,2016-02-26,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160229_0123,2016-02-29,TRAIN,PROVIDER_UNAVAILABLE_MARS_NO_DATA,PROVIDER_UNAVAILABLE_MARS_NO_DATA,ECMWF CY48R1 reforecast archive not indexed for leap day Feb 29 (MARS returned MarsNoDataError),MarsNoDataError
CASE_20160304_0124,2016-03-04,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160307_0125,2016-03-07,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160311_0126,2016-03-11,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160314_0127,2016-03-14,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
CASE_20160318_0128,2016-03-18,TRAIN,USABLE_AVAILABLE,USABLE_AVAILABLE,"Verified complete across all 4 input streams (RZSM lags, ERA5 atm, S2S CF/PF GRIBs, Ground Truth)",NONE
